Cód.,Cód. Fab.,Descripción,Rubro,Marca,Stock,Precios con IVA (DOLAR (U$S)),Descripción Detallada,Descripción Larga
22993,PNAK-23A-BBB,Pila alcalina 23A -12v -5 unidades -Vinnic (PNAK-23A-BBB),Pilas y Cargadores de Pilas,Vinnic,Si,2.58,,"Pila Alcalina A23 Vinnic Para alarmas timbres portones

- Pila A23
- Alcalina 12V
- 5 unidades
- Para alarmas, timbres, portones, controles remotos, juguetes, equipos industriales, entre otros usos."
17475,PNAK-27A-BBB X 5,Pila alcalina 27A -5 unidades -12 volt -Vinnic (PNAK-27A-BBB),Pilas y Cargadores de Pilas,Vinnic,Si,2.58,,"Pila alcalina 27A Vinnic
- modelo Alkaline del tipo 27A para un uso general
- voltaje de 12V"
18478,PNAK-AA-SPB2,Pila alcalina AA -2 unidades -en film/sin blister -Probattery (PNAK-AA-SPB2),Pilas y Cargadores de Pilas,Probattery,Si,0.45,,"Pilas no recargables Alcalinas Probattery

? Tipo de uso: Para el hogar  
? Presentación: 2 pilas en envoltorio film
? Tamaño: AA  
? Voltaje: 1,5V
? Origen: Hecho en China"
12967,PNAK-AA-BLX4,Pila alcalina AA -4 unidades -Probattery (PNAK-AA-BLX4),Pilas y Cargadores de Pilas,Probattery,Si,1.91,,"Pila alcalina AA Probattery (PNAK-AA-BLX4)

- Alcalina
- AA
- 1.5V
- 4 unidades
- Presentación: Blister "
12966,PNAK-AAA-BLX2,Pila alcalina AAA -2 unidades -Probattery (PNAK-AAA-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,0.85,,"Pila alcalina AAA Probattery (PNAK-AAA-BLX2)

- Alcalina
- AAA
- 1.5V
- 2 unidades
- Presentación: Blister"
18477,PNAK-AAA-SPB2,Pila alcalina AAA -2 unidades -en film/sin blister -Probattery (PNAK-AAA-SPB2),Pilas y Cargadores de Pilas,Probattery,Si,0.62,Pila alcalina AAA x2 unidades (en film) Probattery (PNAK-AAA-SPB2),"Pilas no recargables Alcalinas  

? Tipo de uso: Para el hogar  
? Presentación: 2 pilas en envoltorio film
? Tamaño: AAA  
? Voltaje: 1,5V
? Origen: Hecho en China"
18399,PNLB-2016-BMX,Pila de litio CR-2016 -3.0v -5 unidades -Maxell (PNLB-2016-BMX),Pilas y Cargadores de Pilas,Maxell,Si,2.86,,"5 PILAS - PNLB-2016-BMX
	
Type boton
Voltage 	3 v
Ampere 	75 MAH
Brand 	 MAXELL
Composition Litio"
24532,PNLB?2016?BVN,Pila de litio CR-2016 ?3.0v -5 unidades? Vinnic CR 2016 (PNLB?2016?BVN),Pilas y Cargadores de Pilas,Vinnic,Si,1.14,,"Pila Litio Botón ? 2016 (Ø 20mm ? 1,6mm) 

Calidad
? Compacto y ligero.
? Calidad de suministro de energía estable.
? Autodescarga extremadamente pequeña.
? Amplio rango de temperatura operativa compacto de -20°C a 60°C

Estructura química
? Electrodo positivo: dióxido de manganeso.
Electrodo negativo - Litio.
Electrolito -Electrolito Orgánico.

Aplicaciones
? Notebooks.
? Placas mother de PC.
? DVR.
? Termómetros.
? Medidor de glucosa.
? Relojes electrónicos.
? Balanzas.
? Calculadoras.
? Llaves de automóviles.
? Cigarrillos electrónicos.

ESPECIFICACIONES
Voltaje nominal (V): 3.0
Capacidad nominal (mAh): 90
Dimensiones (mm): 20.0 x 1.6
Peso promedio (g): 1.7"
14438,PNLB-2025-BMX,Pila de litio CR-2025 -3.0v -5 unidades -Maxell (PNLB-2025-BMX),Pilas y Cargadores de Pilas,Maxell,Si,2.84,,"PILA DE LITIO CR-2025
Alto: 2,5 mm
Ancho: 20 mm
Tipo: BOTON
Voltaje: 3 v
Amperaje: 190 MAH
Marca: MAXELL
Composición: LITIO
Usos: ELECTRONICA"
24094,PNLB?2025?BVN,Pila de litio CR-2025 ?3.0v -5 unidades ? Vinnic CR 2025 (PNLB?2025?BVN),Pilas y Cargadores de Pilas,Vinnic,Si,1.32,,"Calidad
? Compacto y ligero.
? Calidad de suministro de energía estable.
? Autodescarga extremadamente pequeña.
? Amplio rango de temperatura operativa compacto de -20°C a 60°C

Estructura química
? Electrodo positivo: dióxido de manganeso.
Electrodo negativo - Litio.
Electrolito -Electrolito Orgánico.

Aplicaciones
? Notebooks.
? Placas mother de PC.
? DVR.
? Termómetros.
? Medidor de glucosa.
? Relojes electrónicos.
? Balanzas.
? Calculadoras.
? Llaves de automóviles.
? Cigarrillos electrónicos.

ESPECIFICACIONES
Voltaje nominal (V): 3.0
Capacidad nominal (mAh): 160
Dimensiones (mm): 20.0 x 2.5
Peso promedio (g): 2.5"
12660,NM-CR2032,Pila de litio CR-2032 -3.0v -5 unidades -p/mother -Netmak (NM-CR2032),Pilas y Cargadores de Pilas,Netmak,Si,1.49,,"Pila de Litio cr2032 3v
Ideal para Motherboards, palms, calculadoras etc."
24095,PNLB-2032-BVN,Pila de litio CR-2032 ?3.0v -5 unidades? Vinnic CR 2032 (PNLB-2032-BVN),Pilas y Cargadores de Pilas,Vinnic,Si,1.43,Pila de litio botón CR-2032 Blister x5 unidades Vinnic (PNLB-2032-BVN),"Aplicaciones:
? Notebooks.
? Placas mother de PC.
? DVR.
? Termómetros.
? Medidor de glucosa.
? Relojes electrónicos.
? Balanzas.
? Calculadoras.
? Llaves de automóviles.
? Cigarrillos electrónicos.

ESPECIFICACIONES:
- Voltaje nominal (V): 3.0
- Capacidad nominal (mAh): 240
- Dimensiones (mm): 20.0 x 3.2
- Peso promedio (g): 3.1

Calidad:
? Compacto y ligero.
? Calidad de suministro de energía estable.
? Autodescarga extremadamente pequeña.
? Amplio rango de temperatura operativa compacto de -20°C a 60°C

Estructura química:
? Electrodo positivo: dióxido de manganeso.
? Electrodo negativo - Litio.
? Electrolito -Electrolito Orgánico."
21515,PNAK-LR1130-BMX,Pila de litio LR1130 -10 unidad -1.5v 45mah -Maxell (PNAK-LR1130-BMX),Pilas y Cargadores de Pilas,Maxell,Si,3.16,,"MAXELL LR1130
Voltaje 1,5v
Amperaje 45 MAH
ALCALINA
Tipo Botón"
16390,PRNB-AA2100-BLX2,Pila recargable AA Ni-Mh 2100mAh -2 unidades -baja autodescarga -Probattery (PRNB-AA2100-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,4.86,,"Tipo de uso:
Para el hogar  

Presentación:
Blister x 2  

Composición recargables:
NiMh 2100mAh
Baja autodescarga  

Tamaño:
AA  

Origen:
Hecho en China"
3785,NP-AAM 2.7B,Pila recargable AA Ni-Mh 2700mAh -2 unidades -Noganet (NP-AAM 2.7B),Pilas y Cargadores de Pilas,Noganet,Si,3.59,,"Pilas Recargables Noga Power para Cámara Digital, Control Remoto, Consola de Juegos Portátil; etc.
Calidad que cuida el Medio Ambiente.
 
- 2 Pilas Recargables AA de 2700mAH
- Tipo NiMH
- Presentación en blister"
12969,PRNH-AA2700-BLX2,Pila recargable AA Ni-Mh 2700mAh -2 unidades -Probattery (PRNH-AA2700-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,5.53,,"PILA RECARGABLE - PRNH-AA2700-BLX2

Presentación 		
BLISTER X 2

Tamaño 		
AA

Voltaje 		
1,2v

Amperaje 		
2700 MAH

Composición química 		
NiMH"
13814,NP-AAM 2.9B,Pila recargable AA Ni-Mh 2900mAh -2 unidades -Noganet (NP-AAM 2.9B),Pilas y Cargadores de Pilas,Noganet,Si,3.7,,"Pilas Recargables Noga Power para Cámara Digital, Control Remoto, Consola de Juegos Portátil; etc.
Calidad que cuida el Medio Ambiente.
 
- 2 Pilas Recargables AA de 2900mAH
- Tipo NiMH
- Presentación en blister"
17621,PRNB-AAA800-BLX2,Pila recargable AAA -800mAh -2 unidades -baja autodescarga -Probattery (PRNB-AAA800-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,3.42,,"presentación BLISTER X 2
tamaño AAA
voltaje 1,2 v
Amperaje 800 mAh
Baja autodescarga
NiMH composición química"
12968,PRNH-AAA1000-BLX2,Pila recargable AAA Ni-Mh 1000mAh -2 unidades -Probattery (PRNH-AAA1000-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,2.78,,"PILA RECARGABLE - PRNH-AAA1000-2PB

Presentación 		
BLISTER X 2

Tamaño 		
AAA

Voltaje 		
1,2v

Amperaje 		
1000 MAH

Composición química 		
NiMH"
12661,NM-AAA110,Pila recargable AAA Ni-Mh 1100mAh -2 unidades -Netmak (NM-AAA110),Pilas y Cargadores de Pilas,Netmak,Si,3.23,,"Pila Recargable AAA 1100 Mah

- Material : Ni-Mh
- Capacidad: 1100Mah
- Presentación: Blister x2 unidades
- Duración: Hasta 1000 recargas
- Ideal para control remoto, consola, cámaras, periféricos etc"
13101,NP-AAAM 1.1B,Pila recargable AAA Ni-Mh 1100mAh -2 unidades -Noganet (NP-AAAM 1.1B),Pilas y Cargadores de Pilas,Noganet,Si,2.24,,"Pilas Recargables Noga Power para Cámara Digital, Control Remoto, Consola de Juegos Portátil; etc.
Calidad que cuida el Medio Ambiente.
 
- 2 Pilas Recargables AAA de 1100mAH
- Tipo NiMH
- Presentación en blister"
3848,NP-AAAM 1.3B,Pila recargable AAA Ni-Mh 1300mAh -2 unidades -Noganet (NP-AAAM 1.3B),Pilas y Cargadores de Pilas,Noganet,Si,2.5,,"Pilas Recargables Noga Power para Cámara Digital, Control Remoto, Consola de Juegos Portátil; etc.
Calidad que cuida el Medio Ambiente.
 
- 2 Pilas Recargables AAA de 1300mAH
- Tipo NiMH
- Presentación en blister"
22675,NM-266,Pinza amperometrica -digital -1000Amp CA -black/orange -Netmak (NM-266),Herramientas,Netmak,Si,7.56,,"PINZA DIGITAL AMPEROMÉTRICA 1000Anp CA

ESPECIFICACIONES
Alimentación: 9V (No incluída)
Display: 3 1/2 dígitos
Incluye Buzzer de continuidad
Voltaje DC: 1000V
Voltaje AC: 750V
Corriente AC: 200-1000A
Resistencia: 200/20K ohm
Peso: 315g
Material: Plástico ABS"
8245,DT-266,Pinza amperometrica -sensor de temperatura -c/buzzer -Noganet (DT-266),Herramientas,Noganet,Si,6.29,,"* Tensión Continua 200 m/ 600 m
* Tensión Alterna 200 m/ 600 m
* Corriente Continua 2 u/ 10 A
* Resistencia 200 / 2 M
* Con buzzer
* Sensor de Temperatura
* Prueba Transistores
* Protector de Goma
* Con Hold (Retención de Medida)
* Batería 9 V (No incluye)"
24556,HEATGUN1,Pistola de Calor -1800w -temp. max. 600ºC -c/puntas adicionales -ergonomica -Gadnic Tools Progun (HEATGUN1),Herramientas,Gadnic,Si,21.68,,"Pistola de Calor Gadnic Progun 1800w Puntas Adicionales

Alto impacto, multiuso e innegablemente versátil, la pistola de calor Gadnic de 1800W está diseñada para realizar una gran cantidad de tareas.

Ideal para remover barnices y pinturas, decorar, mejorar el hogar, reciclar, descongelar tuberías congeladas, aflojar tornillos oxidados, doblar y revivir plásticos, reparación de celulares y mucho más.

La pistola de calor Gadnic tiene un diseño ergonómico con un mango de agarre múltiple y una distribución óptima del peso, lo que minimiza la fatiga del usuario durante largos períodos de uso. Tiene dos configuraciones de flujo de aire y calor para un mayor control según la aplicación. Tiene un diseño de protección contra sobrecalentamiento incorporado que hace que su pistola de calor sea más segura y confiable. 

Características
Marca: 	gadnic
Modelo: 	progun	
SKU: 	HEATGUN1
 
Especificaciones

? Voltaje: 220-240v 50/60hz
? Potencia: 1800w
? Peso: 663 gr
? Regulaciones: 2
? Medidas: 25 x 21,5 x 7 cm
? Temperatura mínima: 300ºC
? Temperatura máxima: 600ºC

Garantía: 12 meses

Se entrega con:

    1x Pistola de Calor
    1x Difusor paleta
    1x Difusor plano
    1x Concentrador mediano
    1x Concentrador pequeño
    1x Manual en español"
24445,SOFTG001,Pistola de dardos -12 balas de goma espuma -tambor giratorio -manual sin pilas -alcance 10 mts  -Gadnic SFG1000 (SOFTG001),Jugueteria,Gadnic,Si,14.83,Pistola de Dardos con 12 balas de goma espuma Gadnic (SOFTG001),"Características
Marca:	gadnic
Modelo:	sfg1000
SKU:	SOFTG001
EAN:	7427251555722
Alcance Máximo	10 m
Tipo	Lanza Dardos

La pistola Gadnic SFG1000 tiene un tambor giratorio de seis dardos para que puedas disparar varios dardos antes de recargar. Dispara un dardo a la vez o lanza los seis dardos rápidamente con acción de fuego de golpe. Incluye 12 dardos Gadnic oficiales, suficiente para cargar completamente el tambor y 6 dardos para mantener cerca para recargas. Dispara dardos hasta 10 mts.
Se recomienda usar gafas (no incluidas).

Especificaciones
Pistola de balas blandas
Lanza Dardos hasta 10 metros de distancia
Posee mecanismo manual, NO requiere pilas
Incluye 12 Dardos
Recomendado para +8 años
Material: ABS + PS
La bala EVA es segura y respetuosa con el medio ambiente.
Adecuado tanto para deportes al aire libre como en interiores.

Garantía: 12 meses

Se entrega con:
1 x Pistola Gadnic SFG1000
12 x Dardos
Manual de uso
Packaging original"
24491,NM-PM102-P,Pizarra magica LCD c/lector de tarjetas bilingüe -sonido integrado -255 tarjetas didacticas -bat. recargable usb-c -pink -Netmak (NM-PM102-P),Jugueteria,Netmak,Si,15.22,Pizarra Mágica LCD con Lector de Tarjetas Bilingüe y Sonido Integrado Color Rosado Netmak (NM-PM102-P),"NM-PM102
Pizarra mágica con 255 tarjetas de doble cara

Descubrí una forma interactiva de enseñar vocabulario en español e inglés. Esta pizarra mágica con pantalla y tarjetas didácticas es la herramienta ideal para acompañar el aprendizaje de los más chicos. Con 255 tarjetas de doble cara y sonido integrado, transforma el estudio en una experiencia entretenida.	
						
Cada tarjeta se inserta fácilmente en el lector, que reconoce la palabra, la pronuncia en ambos idiomas y reproduce el sonido correspondiente (como ladridos, maullidos, etc.), favoreciendo la asociación auditiva y visual. Además, los niños pueden copiar los dibujos en la pantalla y expresarse libremente.

Características

? Educación bilingüe: Enseña palabras en español e inglés.
? Pantalla LCD para dibujar: Copiá, trazá y dejá volar la imaginación.
? Batería recargable USB-C, sin necesidad de pilas.
? Ideal para regalar y fomentar el aprendizaje temprano.

Accesorios

- 255 tarjetas de doble cara
- 1 Lapiz óptico
- 1 Cable de carga USB"
23770,GV-N4070WF2OCV2-12GD,Placa Pci-E 12gb Nvidia GeForce RTX? 4070 -ddr6 -192 bits -1x hdmi 2.1/3x displayport 1.4 -dual fan -Gigabyte Windforce OC V2 (GV-N4070WF2OCV2-12GD),Placa De Video Y Aceleradora,Gigabyte,Si,765.68,Placa de video Gigabyte Windforce OC V2 Nvidia GeForce RTX? 4070 DDR6 (GV-N4070WF2OCV2-12GD),"GeForce RTX? 4070 WINDFORCE 2X OC V2 12G

- Desarrollado con NVIDIA DLSS 3, arquitectura Ada Lovelace ultraeficiente y trazado de rayos completo
- Núcleos Tensor de cuarta generación: hasta 4 veces más rendimiento con DLSS 3 que con renderizado por fuerza bruta
- Núcleos RT de tercera generación: rendimiento de trazado de rayos hasta 2X
- Desarrollado con GeForce RTX? 4070
- Integrado con interfaz de memoria GDDR6 de 12 GB y 192 bits
- Sistema de enfriamiento WINDFORCE
- Placa posterior de protección

Especificaciones

Graphics Processing
GeForce RTX? 4070

Core Clock
2490 MHz (Reference Card: 2475 MHz)

CUDA® Cores
5888

Memory Clock
20 Gbps

Memory Size
12 GB

Memory Type
GDDR6

Memory Bus
192 bit

Card Bus
PCI-E 4.0

Digital max resolution
7680x4320

Multi-view
4

Card size
L=201 W=122.3 H=48.4 mm

PCB Form
ATX

DirectX
12 Ultimate

OpenGL
4.6

Recommended PSU
650W

Power Connectors
8 pin*1

Output
DisplayPort 1.4a *3
HDMI 2.1a *1

Accessories
Quick guide"
23069,GV-N1030D4-2GL,Placa Pci-E 2gb Nvidia GeForce GT 1030 -ddr4 -64 bits -1x hdmi 2.0b/1x dvi-d -single fan -low profile -Gigabyte (GV-N1030D4-2GL),Placa De Video Y Aceleradora,Gigabyte,Si,87.99,Placa de video Gigabyte GT 1030 Low Profile D4 2G Nvidia GeForce GT 1030 DDR4 (GV-N1030D4-2GL),"Graphics Processing
GeForce® GT 1030

Core Clock
Boost: 1417 MHz / Base: 1177 MHz in OC mode
Boost: 1379 MHz / Base: 1151 MHz in Gaming mode

CUDA® Cores
384

Memory Clock
2100 MHz

Memory Size
2 GB

Memory Type
DDR4

Memory Bus
64 bit

Digital max resolution
4096 X 2160

Multi-view
2

Card size
H=14.7 L=149.9 W=68.9

DirectX
12

OpenGL
4.5

Recommended PSU
300W

Output
- DVI-D *1
- HDMI-2.0b*1 (Max Resolution:4096x2160 @60Hz)

Form Factor
Low Profile

Accessories
HDMI+DVI low profile bracket x1"
7613,TG-3468,Placa de red PCI-E 10/100/1000 -Wake-on-LAN -TP-Link (TG-3468),Conectividad Placas De Red,TP-Link,Si,8.74,Placa de Red TP-Link TG-3468 PCI-E 10/100/1000 (TG-3468),"Este Adaptador de Red Gigabit PCIe TG-3468 10/100/1000Mbps es un Adaptador Ethernet PCIe Gigabit a 32 bit altamente integrado y eficaz que cumple las normas IEEE 802.3, IEEE 802.3u y IEEE 802.3ab.

Es un adaptador de alto rendimiento diseñado para la Arquitectura de Bus PCI Express de alta velocidad. 
Diseñado para soportar Autonegociación de velocidad de red a 10/100/1000Mbps, control de flujo 802.3x y tecnología Wake-on-LAN. 

Altamente integrado y rentable que supone una excelente elección para actualizar su red.

Características:
- Soporta Wake-on-LAN
- Autonegociación y Auto MDI/MDIX
- Soporta control de flujo IEEE802.3X para modo Full-duplex y backpressure para modo Half-duplex
- Soporta Codificación de Prioridad de Capa 2 IEEE 802.1p y etiquetado VLAN IEEE802.1Q
- Soporta ahorro de energía con el control power-down / link-down "
23030,HE-282,Placa de sonido 7.1 -externa -usb -aluminio -gold -Noganet (HE-282),Placa De Sonido,Noganet,Si,2.55,,"Placa Tarjeta De Sonido USB Externo 7.1 Noga HE-282
Microfono Audio 3.5mm
Aluminio "
24029,POCH0001,Pochoclera de aire caliente -compacta -1200 W -recipiente anti adherente -CUK by Gadnic POPCO100 (POCH0001),Electrodomesticos,Gadnic,Si,21.38,Pochoclera de aire caliente compacta -CUK by Gadnic POPCO100 (POCH0001),"
Fresco y saludable: no más grasas saturadas innecesarias, aire caliente, eso es todo lo que necesitas para hacer palomitas de maíz caseras. 

Diseño compacto: el diseño de esta máquina de palomitas es perfecto para cualquier cocina, dormitorio u oficina Es pequeño y portátil, por lo que puedes llevarlo contigo incluso cuando estás de viaje.

Características
marca: Gadnic
modelo: POPCO100
sku: POCH0001
ean: 7427250810099

Especificaciones
Voltaje: 220 - 240 V
Potencia: 1200 W
Dimensiones: 18.5 x 13 x 27 Cm
Funcionamiento: Aire caliente
Preparación sin aceite
Pochoclos listos en 3 / 4 Minutos
Muy fácil de Usar

Garantía 12 Meses

Se entrega con
1 x Pochoclera Gadnic
1 x Manual del usuario"
23411,KCP-634 630394,Powerbank -10000mAh -output hasta 5A -2 puertos usb + 1 type c -tecnologia Qualcomm 3.0 carga rapida -slim -black -Kolke (KCP-634 630394),Cargadores y Fuentes,Kolke,Si,17.92,,"· Power Bank de 10.000mAh reales, 3.7V / 37Wh.
· Batería de polímero de litio.
· Tecnología Qualcomm carga rápida (PD/QC3.0) 22.5W.
· Con display indicador de % de carga.
· Puerto de entrada: Micro + Tipo C.
· Puerto de salida: USB 1 + USB 2 + Tipo C.
· Entrada Micro USB: 5V/2.1A, 9V/2A.
· Entrada Tipo C: 5V/3A, 9V/2A, 12V/1.66A.
· Salida Tipo C: 5V/3A, 9V/2A, 12V/1.66A.
· Salida USB 1: 4.5V/5A, 5V/4.5A, 9V/2A, 12V/1.86A.
· Salida USB 2: 4.5V/5A ,5V/4.5A, 9V/2A, 12V/1.86A.
· Peso: 226,5 g.
· Dimensiones: 16,4 x 6,9 x 1,6 cm.
· Disponible en color: Blanco o Negro."
23201,KCP-634 630395,Powerbank -10000mAh -output hasta 5A -2 puertos usb + 1 type c -tecnologia Qualcomm 3.0 carga rapida -slim -white -Kolke (KCP-634 630395),Cargadores y Fuentes,Kolke,Si,17.92,,"Power Bank de 10.000mAh reales,.
· Tecnología Qualcomm carga rápida (PD/QC3.0).
· Con display indicador de % de carga.
· 2 USB + Tipo C.

Especificaciones

· Power Bank de 10.000mAh reales, 3.7V / 37Wh.
· Batería de polímero de litio.
· Tecnología Qualcomm carga rápida (PD/QC3.0) 22.5W.
· Con display indicador de % de carga.
· Puerto de entrada: Micro + Tipo C.
· Puerto de salida: USB 1 + USB 2 + Tipo C.
· Entrada Micro USB: 5V/2.1A, 9V/2A.
· Entrada Tipo C: 5V/3A, 9V/2A, 12V/1.66A.
· Salida Tipo C: 5V/3A, 9V/2A, 12V/1.66A.
· Salida USB 1: 4.5V/5A, 5V/4.5A, 9V/2A, 12V/1.86A.
· Salida USB 2: 4.5V/5A ,5V/4.5A, 9V/2A, 12V/1.86A.
· Peso: 226,5 g.
· Dimensiones: 16,4 x 6,9 x 1,6 cm.
· Disponible en color: Blanco o Negro."
23161,PRE-01NE,"Precintos Nylon -100 unidades -2,5x100mm -black -Demasled (PRE-01NE)",Herramientas,Demasled,Si,0.24,,"Código: pre-01ne

Color 	Negro  
Largo 	100 mm
Ancho 	5 mm
Alto 	5 mm

Precinto de plástico multiusos, perfectas para el atado de cables y tubos en instalaciones exteriores e interiores. De material aislante de alta calidad, lo que le brinda fiabilidad y durabilidad. Con seguridad de cierre, color blanco/negro lo que las hace bastante discretas a la vista.


Como utilizar:

Agrupe los cables o tubos que desee asegurar. Tome el extremo liso de la amarra y proceda a introducirlo en el agurero que se encuentra del lado opuesto, formando una ?O?. Tire del extremo liso para asegurar y si desea puede recortar con cuidado el sobrante de la amarra, siempre asegurándose de dejar al menos 2 cm para mantener el seguro de la misma."
23425,PRE-01BL,"Precintos Nylon -100 unidades -2,5x100mm -white -Demasled (PRE-01BL)",Herramientas,Demasled,Si,0.24,,"Precinto de Nylon, Blanco 2.5x100mm. 100 uds.

Presillas de plástico multiusos, perfectas para el atado de cables y tubos en instalaciones exteriores e interiores. 

De material aislante de alta calidad, lo que le brinda fiabilidad y durabilidad. 

Con seguridad de cierre, color blanco, lo que las hace bastante discretas a la vista.

Color	Blanco  
Largo	100 mm
Ancho	5 mm
Alto	5 mm"
23180,PRE-04NE,"Precintos Nylon -100 unidades -7,6x300mm -black -Demasled (PRE-04NE)",Herramientas,Demasled,Si,2.36,,"Código: PRE-04NE

Color 	Negro  
Largo 	300 mm
Ancho 	5 mm
Alto 	5 mm

Precinto de plástico multiusos, perfectas para el atado de cables y tubos en instalaciones exteriores e interiores. De material aislante de alta calidad, lo que le brinda fiabilidad y durabilidad. Con seguridad de cierre, color blanco/negro lo que las hace bastante discretas a la vista.


Como utilizar:

- Agrupe los cables o tubos que desee asegurar. Tome el extremo liso de la amarra y proceda a introducirlo en el agurero que se encuentra del lado opuesto, formando una ?O?. Tire del extremo liso para asegurar y si desea puede recortar con cuidado el sobrante de la amarra, siempre asegurándose de dejar al menos 2 cm para mantener el seguro de la misma."
23653,PRE-04BL,"Precintos Nylon -100 unidades -7,6x300mm -white -Demasled (PRE-04BL)",Herramientas,Demasled,Si,3.79,,"Precinto de plástico multiusos, perfectas para el atado de cables y tubos en instalaciones exteriores e interiores. De material aislante de alta calidad, lo que le brinda fiabilidad y durabilidad. Con seguridad de cierre, color blanco/negro lo que las hace bastante discretas a la vista.

Color de Carcasa	Blanco  
Largo	30 cm
Uso	Interior / Exterior  
Materialidad	Plástico"
15007,910-001354,Presentador wireless usb -c/puntero laser -black -Logitech Presenter R400 (910-001354),Accesorios,Logitech,Si,26.34,,"R400 Laser Presentation Remote
Para navegación básica por diapositivas
Tendrás el control desde la primera diapositiva hasta la última. Los botones se encuentran fácilmente al tacto. Y los suaves contornos ofrecen una estupenda sensación en la mano.

Especificaciones y detalles
Dimensiones
Remoto inalámbrico para presentaciones
Altura: 115,5 mm
Anchura: 37,8 mm
Profundidad: 27,4 mm
Peso: 57 g
Receptor
Altura: 58,6 mm
Anchura: 16,5 mm
Profundidad: 7,9 mm
Peso: 6 g
Especificaciones técnicas
Láser
Clase: Láser 2
Salida máx.: Menos de 1 mW
Longitud de onda: 640?660nm (luz roja)
Batería
Tipo de batería: Dos baterías AAA
Duración de baterías (puntero láser): 20 horas máx.
Duración de baterías (dispositivo de presentación): 1050 horas máx.
Conectividad
Tecnología inalámbrica: Tecnología inalámbrica de 2,4 GHz
Distancia de funcionamiento: Aprox. 10 m 1Depende del uso y del equipo.
Información de garantía
Tres años de garantía de hardware limitada.
Número de referencia
910-001354

Compatibilidad
Receptor exclusivo de Logitech
Requiere puerto USB disponible
Windows 10,11 o posterior

En la caja
Dispositivo de presentación inalámbrico Logitech® R400
Mini receptor inalámbrico
2 baterías AAA
Bolsa protectora
Guía de inicio rápido"
23905,PRESEN01,Presentador wireless usb -c/puntero laser -multifuncional -luz roja -1 pila AAA (no incluida) -black -Gadnic Sk891 (PRESEN01),Accesorios,Gadnic,Si,10.81,,"Puntero Láser Gadnic SK891 Multifuncional Inalambrico

¡PRESENTADOR INALAMBRICO CON PUNTERO LASER!

Gadnic te ofrece su nuevo Presentador Smart 2.4GHz. 

Herramienta ideal para usar en una presentación. Con avanzada tecnología de radiofrecuencia inalámbrica de 2.4GHz que otorga un funcionamiento de hasta 30 metros de distancia de trabajo sin ninguna interferencia.

Tu más fiel compañero para una reunión, fácil de usar con la PC, Netbook y Notebook. Le permite controlar la presentación de manera simple y eficiente con el avance y retroceso de página, cambiar a pantalla completa y pantalla en negro con sólo un botón. Además puede utilizar el botón de rayo láser para resaltar su presentación, señalado objetos en la pantalla, proyección, afiche y más.

Es pequeño y viene con su bolsita de almacenamiento para llevarlo a todos lados. Se verá perfecto con luz o en la oscuridad.

Características
Marca: 	gadnic
Modelo: 	sk891	
SKU: 	PRESEN01
EAN: 	7427252441550
 
Especificaciones

    Uso: Puntero láser, señalador, presentador
    Método de control remoto: tecnología de radiofrecuencia inalámbrica
    Frecuencia inalámbrica: 2,4 HZ
    Distancia de control remoto: 30 metros
    Láser: láser de clase 3R
    Potencia láser: 5mW
    Distancia del láser: más de 200 m
    Longitud de onda del láser: 650nm
    Luz: roja
    Batería: una pila AAA
    Voltaje de trabajo: 1.5v
    Corriente de sueño: 10uA
    Dimensiones: 105 mm x 40 mm x 30 mm

Garantía: 12 meses

Se entrega con:
    1x Láser
    1x Bolsa de almacenamiento"
