Codigo,Codigo_Fabricante,Descripcion,Rubro,Marca,Stock,Precio_Original_USD,Categoria,Precio_Final_USD,Ganancia_Unitaria_USD,Margen_Porcentaje
14988,910-004638 / 910-004800,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -black/blue -Logitech M170 (910-004638 / 910-004800),Mouses Bluetooth/Inalambricos,Logitech,Si,7.38,2,12.25,4.87,66.0
17867,910-004940 / 910-004425,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -black/gray -Logitech M170 (910-004940 / 910-004425),Mouses Bluetooth/Inalambricos,Logitech,Si,7.49,2,12.43,4.94,66.0
14990,910-004639 / 910-004941,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -black/red -Logitech M170 (910-004639 / 910-004941),Mouses Bluetooth/Inalambricos,Logitech,Si,6.94,2,11.52,4.58,66.0
23091,910-006863,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -light purple -Logitech M170 (910-006863),Mouses Bluetooth/Inalambricos,Logitech,Si,6.94,2,11.52,4.58,66.0
23092,910-006864,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -white -Logitech M170 (910-006864),Mouses Bluetooth/Inalambricos,Logitech,Si,7.87,2,13.06,5.19,66.0
13754,910-003808/910-003416,Mouse optico -wireless -1000dpi -black -Logitech M317 (910-003808/910-003416),Mouses Bluetooth/Inalambricos,Logitech,Si,13.92,3,19.49,5.57,40.0
14991,910-002225,Mouse optico -wireless -1000dpi -black/gray -Logitech M185 (910-002225),Mouses Bluetooth/Inalambricos,Logitech,Si,9.33,2,15.49,6.16,66.0
13895,910-003636,Mouse optico -wireless -1000dpi -blue -Logitech M185 (910-003636),Mouses Bluetooth/Inalambricos,Logitech,Si,9.30,2,15.44,6.14,66.0
13751,910-004361,Mouse optico -wireless -1000dpi -blue -Logitech M280 (910-004361),Mouses Bluetooth/Inalambricos,Logitech,Si,10.93,2,18.14,7.21,66.0
13752,910-004285,Mouse optico -wireless -1000dpi -gray -Logitech Comfort Plus M280 (910-004285),Mouses Bluetooth/Inalambricos,Logitech,Si,11.48,2,19.06,7.58,66.0
21543,910-005903,Mouse optico -wireless -1000dpi -nano receptor -1 pila AA (preinstalada) -black/blue -Logitech M190 (910-005903),Mouses Bluetooth/Inalambricos,Logitech,Si,9.68,2,16.07,6.39,66.0
21544,910-005902,Mouse optico -wireless -1000dpi -nano receptor -1 pila AA (preinstalada) -black/grey -Logitech M190 (910-005902),Mouses Bluetooth/Inalambricos,Logitech,Si,9.11,2,15.12,6.01,66.0
21545,910-005904,Mouse optico -wireless -1000dpi -nano receptor -1 pila AA (preinstalada) -black/red -Logitech M190 (910-005904),Mouses Bluetooth/Inalambricos,Logitech,Si,7.99,2,13.26,5.27,66.0
19993,NGM-680CL,Mouse optico -wireless -1000dpi -nano usb 2.4Ghz -1 pila (no incluida) -cyan -Noganet (NGM-680),Mouses Bluetooth/Inalambricos,Noganet,Si,3.87,1,7.74,3.87,100.0
23012,NGM-680RS,Mouse optico -wireless -1000dpi -nano usb 2.4Ghz -1 pila (no incluida) -pink -Noganet (NGM-680),Mouses Bluetooth/Inalambricos,Noganet,Si,4.74,1,9.48,4.74,100.0
19992,NGM-680RJ,Mouse optico -wireless -1000dpi -nano usb 2.4Ghz -1 pila (no incluida) -red -Noganet (NGM-680),Mouses Bluetooth/Inalambricos,Noganet,Si,3.34,1,6.68,3.34,100.0
13897,910-003635,Mouse optico -wireless -1000dpi -red -Logitech M185 (910-003635),Mouses Bluetooth/Inalambricos,Logitech,Si,8.21,2,13.63,5.42,66.0
13753,910-004286,Mouse optico -wireless -1000dpi -red -Logitech M280 (910-004286),Mouses Bluetooth/Inalambricos,Logitech,Si,10.48,2,17.40,6.92,66.0
18539,910-005281,Mouse optico -wireless -12000dpi -gamer -sensor HERO -black -Logitech G305 Lightspeed (910-005281),Mouses Bluetooth/Inalambricos,Logitech,Si,31.47,3,44.06,12.59,40.0
23094,NM-M680,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.57,1,9.14,4.57,100.0
23095,NM-M680-B,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/blue -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.64,1,9.28,4.64,100.0
23096,NM-M680-C,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/cyan -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.06,1,8.12,4.06,100.0
23099,NM-M680-S,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/grey -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.35,1,8.70,4.35,100.0
23097,NM-M680-P,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/pink -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.35,1,8.70,4.35,100.0
23098,NM-M680-R,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/red -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.63,1,9.26,4.63,100.0
23100,NM-M680-W,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -white -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,3.44,1,6.88,3.44,100.0
24013,31030032400,Mouse optico -wireless -1200dpi -receptor usb 2.4Ghz -1x pila AA -black -Genius NX-7000SE (31030032400),Mouses Bluetooth/Inalambricos,Genius,Si,6.03,1,12.06,6.03,100.0
15404,31030027400,Mouse optico -wireless -1200dpi -tecnolgia BlueEye -receptor pico usb -tecnologia BlueEye -black -Genius NX-7000 (31030027400),Mouses Bluetooth/Inalambricos,Genius,Si,5.98,1,11.96,5.98,100.0
15721,31030027402,Mouse optico -wireless -1200dpi -tecnolgia BlueEye -receptor pico usb -tecnologia BlueEye -blue -Genius NX-7000 (31030027402),Mouses Bluetooth/Inalambricos,Genius,Si,5.98,1,11.96,5.98,100.0
15403,31030027403,Mouse optico -wireless -1200dpi -tecnolgia BlueEye -receptor pico usb -tecnologia BlueEye -red -Genius NX-7000 (31030027403),Mouses Bluetooth/Inalambricos,Genius,Si,5.98,1,11.96,5.98,100.0
15722,31030027401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -receptor nano usb -extra life battery -white -Genius NX-7000 (31030027401),Mouses Bluetooth/Inalambricos,Genius,Si,5.99,1,11.98,5.99,100.0
23237,31030040402,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -6 botones -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -champagne titanium -Genius Ergo 8100S (31030040402),Mouses Bluetooth/Inalambricos,Genius,Si,8.64,2,14.34,5.70,66.0
23236,31030040401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -6 botones -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -iron gray -Genius Ergo 8100S (31030040401),Mouses Bluetooth/Inalambricos,Genius,Si,7.06,2,11.72,4.66,66.0
23234,31030034401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black -Genius NX-8000S BT (31030034401),Mouses Bluetooth/Inalambricos,Genius,Si,7.39,2,12.27,4.88,66.0
23222,31030028400,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black -Genius NX-8008S (31030028400),Mouses Bluetooth/Inalambricos,Genius,Si,6.95,2,11.54,4.59,66.0
23224,31030028402,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black/blue -Genius NX-8008S (31030028402),Mouses Bluetooth/Inalambricos,Genius,Si,6.34,1,12.68,6.34,100.0
23124,31030025401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black/red -Genius NX-8000S (31030025401),Mouses Bluetooth/Inalambricos,Genius,Si,7.43,2,12.33,4.90,66.0
23223,31030028401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black/red -Genius NX-8008S (31030028401),Mouses Bluetooth/Inalambricos,Genius,Si,6.29,1,12.58,6.29,100.0
23225,31030028403,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -white/gray -Genius NX-8008S (31030028403),Mouses Bluetooth/Inalambricos,Genius,Si,6.60,2,10.96,4.36,66.0
20796,NM-W90,Mouse optico -wireless -1600dpi -4 botones -iluminacion led RGB -receptor nano usb -black -Netmak (NM-W90),Mouses Bluetooth/Inalambricos,Netmak,Si,5.67,1,11.34,5.67,100.0
23218,31030019412,Mouse optico -wireless -1600dpi -tecnologia BlueEye -receptor nano usb -extra life battery -black -Genius NX-7015 (31030019412),Mouses Bluetooth/Inalambricos,Genius,Si,7.59,2,12.60,5.01,66.0
16038,31030018403,Mouse optico -wireless -1600dpi -tecnologia BlueEye -receptor nano usb -extra life battery -green -Genius NX-7010 (31030018403),Mouses Bluetooth/Inalambricos,Genius,Si,7.77,2,12.90,5.13,66.0
23235,31030040400,Mouse optico -wireless -1600dpi -tecnologia BlueEye -silencioso -6 botones -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black -Genius Ergo 8100S (31030040400),Mouses Bluetooth/Inalambricos,Genius,Si,6.77,2,11.24,4.47,66.0
23554,910-007198,Mouse optico -wireless -25600dpi -gamer -lightspeed + bt -receptor usb -lightforce -hero 25K -black -Logitech G309 (910-007198),Mouses Bluetooth/Inalambricos,Logitech,Si,46.13,4,55.36,9.23,20.0
23555,910-007206,Mouse optico -wireless -25600dpi -gamer -lightspeed + bt -receptor usb -lightforce -hero 25K -white -Logitech (910-007206),Mouses Bluetooth/Inalambricos,Logitech,Si,46.05,4,55.26,9.21,20.0
21505,910-005639,Mouse optico -wireless -25600dpi -gamer -sensor HERO 25K -PowerPlay Ready -black -black -Logitech G703 Lightspeed (910-005639),Mouses Bluetooth/Inalambricos,Logitech,Si,47.45,4,56.94,9.49,20.0
22078,910-006251,Mouse optico -wireless -4000dpi -nano receptor -1 pila AA (preinstalada) -pink -Logitech M650 Signature (910-006251),Mouses Bluetooth/Inalambricos,Logitech,Si,22.20,3,31.08,8.88,40.0
22075,910-006233,Mouse optico -wireless -4000dpi -nano receptor -1 pila AA (preinstalada) -white -Logitech M650 L Signature Large (910-006233),Mouses Bluetooth/Inalambricos,Logitech,Si,22.20,3,31.08,8.88,40.0
22318,910-006549,Mouse optico -wireless -4000dpi -receptor Logi Bolt -bajo consumo -diseño Blast -black/yellow -Logitech POP Mouse (910-006549),Mouses Bluetooth/Inalambricos,Logitech,Si,20.76,3,29.06,8.30,40.0
23141,NG-900U,Mouse optico -wireless -800dpi -nano usb 2.4Ghz -2 pilas AAA (no incluidas) -black -Noganet (NG-900U),Mouses Bluetooth/Inalambricos,Noganet,Si,2.44,1,4.88,2.44,100.0
23034,NG-900U VR,Mouse optico -wireless -800dpi -nano usb 2.4Ghz -2 pilas AAA (no incluidas) -green -Noganet (NG-900U),Mouses Bluetooth/Inalambricos,Noganet,Si,2.49,1,4.98,2.49,100.0
23033,NG-900U RS,Mouse optico -wireless -800dpi -nano usb 2.4Ghz -2 pilas AAA (no incluidas) -pink -Noganet (NG-900U),Mouses Bluetooth/Inalambricos,Noganet,Si,2.67,1,5.34,2.67,100.0
23559,910-006562,Mouse optico -wireless -bt -usb -200dpi/8000dpi -7 botones -bat. 500mAh-silencioso -ergonómico -white -Logitech MX Master 3S (910-006562),Mouses Bluetooth/Inalambricos,Logitech,Si,77.48,4,92.98,15.50,20.0
23557,910-007113,Mouse optico -wireless -bt -usb -400dpi/4000dpi -3 botones -silencioso -black -Logitech M240 Silent (910-007113),Mouses Bluetooth/Inalambricos,Logitech,Si,15.80,3,22.12,6.32,40.0
17881,910-005177,Mouse optico -wireless -c/trackball c/visagra ajustable en angulo -440dpi -bluetooth -bat recargable Li-Po 500mAh -graphite -Logitech MX ERGO (910-005177),Mouses Bluetooth/Inalambricos,Logitech,Si,50.64,4,60.77,10.13,20.0
17873,910-004790,Mouse optico -wireless -multidispositivo -8 botones -dpi 1000 -bluetooth -c/receptor unifying -ergonomico -black -Logitech Triathlon M720 (910-004790),Mouses Bluetooth/Inalambricos,Logitech,Si,35.66,4,42.79,7.13,20.0
23231,31030033400,Mouse optico -wireless -usb -1200dpi -tecnologia BlueEye -receptor nano usb -1 pila AA o AAA -extra life battery -black -Genius NX-7000X (31030033400),Mouses Bluetooth/Inalambricos,Genius,Si,5.56,1,11.12,5.56,100.0
23556,910-006469,Mouse optico -wireless -usb -400dpi/4000dpi -silencioso -ergonómico -white -Logitech LIFT (910-006469),Mouses Bluetooth/Inalambricos,Logitech,Si,56.87,4,68.24,11.37,20.0
23219,31030026403,Mouse optico -wireless -usb -extra life battery -tecnologia BlueEye -black -Genius NX-7007 (31030026403),Mouses Bluetooth/Inalambricos,Genius,Si,6.76,2,11.22,4.46,66.0
23221,31030026405,Mouse optico -wireless -usb -extra life battery -tecnologia BlueEye -blue -Genius NX-7007 (31030026405),Mouses Bluetooth/Inalambricos,Genius,Si,6.51,2,10.81,4.30,66.0
16975,31030019401,Mouse optico -wireless -usb -extra life battery -tecnologia BlueEye -chocolate brown -Genius NX-7015 (31030019401),Mouses Bluetooth/Inalambricos,Genius,Si,7.62,2,12.65,5.03,66.0
16041,31030019400,Mouse optico -wireless -usb -extra life battery -tecnologia BlueEye -iron gray -Genius NX-7015 (31030019400),Mouses Bluetooth/Inalambricos,Genius,Si,8.71,2,14.46,5.75,66.0
23611,NM-WONDER,Mouse optico -wireless 2.4GHz -1200/2400/3200dpi -6 teclas -receptor nano usb -iluminación led -bat 500mAh -black -Netmak (NM-WONDER),Mouses Bluetooth/Inalambricos,Netmak,Si,10.57,2,17.55,6.98,66.0
23794,NM-M670,Mouse optico -wireless 2.4Ghz + Bt 5.0 -1600 dpi -6 teclas -bat. recargable 500mAh -transparente -black -Netmak (NM-M670),Mouses Bluetooth/Inalambricos,Netmak,Si,9.87,2,16.38,6.51,66.0
23795,NM-M670-G,Mouse optico -wireless 2.4Ghz + Bt 5.0 -1600 dpi -6 teclas -bat. recargable 500mAh -transparente -green -Netmak (NM-M670),Mouses Bluetooth/Inalambricos,Netmak,Si,8.40,2,13.94,5.54,66.0
23808,NM-M670-O,Mouse optico -wireless 2.4Ghz + Bt 5.0 -1600 dpi -6 teclas -bat. recargable 500mAh -transparente -orange -Netmak (NM-M670),Mouses Bluetooth/Inalambricos,Netmak,Si,8.28,2,13.74,5.46,66.0
23796,NM-M670-S,Mouse optico -wireless 2.4Ghz + Bt 5.0 -1600 dpi -6 teclas -bat. recargable 500mAh -transparente -silver -Netmak (NM-M670),Mouses Bluetooth/Inalambricos,Netmak,Si,7.40,2,12.28,4.88,66.0
23817,SPK7627B,Mouse optico -wireless 2.4Ghz + Bt 5.0 -usb -1600 dpi -5 botones -bat. recargable 500mAh -ergonomico -black -Philips 6000 Series (SPK7627B),Mouses Bluetooth/Inalambricos,Philips,Si,12.87,2,21.36,8.49,66.0
23818,SPK7627G,Mouse optico -wireless 2.4Ghz + Bt 5.0 -usb -1600 dpi -6 botones -bat. recargable 500mAh -ergonomico -gray -Philips 6000 Series (SPK7627G),Mouses Bluetooth/Inalambricos,Philips,Si,12.87,2,21.36,8.49,66.0
23819,SPK7627W,Mouse optico -wireless 2.4Ghz + Bt 5.0 -usb -1600 dpi -6 botones -bat. recargable 500mAh -ergonomico -white -Philips 6000 Series (SPK7627W),Mouses Bluetooth/Inalambricos,Philips,Si,12.87,2,21.36,8.49,66.0
23952,KEM-699 630682,Mouse optico -wireless 2.4Ghz + bluetooth 5.2 -usb -4 botones -bat. recargable 400 mAh -retroluminacion RGB -c/cable type-C -grey -Kolke (KEM-699 630682),Mouses Bluetooth/Inalambricos,Kolke,Si,4.76,1,9.52,4.76,100.0
23797,NM-M684,Mouse optico -wireless 2.4Ghz -1000 dpi -3 botones -receptor nano usb -bat. 2 pilas AAA (no incluidas) -black -Netmak (NM-M684),Mouses Bluetooth/Inalambricos,Netmak,Si,3.32,1,6.64,3.32,100.0
23809,NM-M685,Mouse optico -wireless 2.4Ghz -1200 dpi -3 botones -receptor nano usb -bat. 2 pilas AAA (no incluidas) -black -Netmak (NM-M685),Mouses Bluetooth/Inalambricos,Netmak,Si,3.65,1,7.30,3.65,100.0
24516,31030042400,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -black -Genius NX-8080S BT (31030042400),Mouses Bluetooth/Inalambricos,Genius,Si,10.35,2,17.18,6.83,66.0
24517,31030042402,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -blue -Genius NX-8080S BT (31030042402),Mouses Bluetooth/Inalambricos,Genius,Si,10.74,2,17.83,7.09,66.0
24518,31030042404,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -milk tea -Genius NX-8080S BT (31030042404),Mouses Bluetooth/Inalambricos,Genius,Si,10.74,2,17.83,7.09,66.0
24519,31030042403,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -pink -Genius NX-8080S BT (31030042403),Mouses Bluetooth/Inalambricos,Genius,Si,10.35,2,17.18,6.83,66.0
24520,31030042401,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -white/grey -Genius NX-8080S BT (31030042401),Mouses Bluetooth/Inalambricos,Genius,Si,10.35,2,17.18,6.83,66.0
24512,31030043400,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -black -Genius NX-7123 (31030043400),Mouses Bluetooth/Inalambricos,Genius,Si,6.60,2,10.96,4.36,66.0
24533,31030043401,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -black/blue -Genius NX-7123 (31030043401),Mouses Bluetooth/Inalambricos,Genius,Si,6.36,1,12.72,6.36,100.0
24535,31030043403,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -black/green -Genius NX-7123 (31030043403),Mouses Bluetooth/Inalambricos,Genius,Si,6.36,1,12.72,6.36,100.0
24534,31030043402,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -black/red -Genius NX-7123 (31030043402),Mouses Bluetooth/Inalambricos,Genius,Si,6.36,1,12.72,6.36,100.0
24537,31030044401,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -chocolate -Genius NX-7125 (31030044401),Mouses Bluetooth/Inalambricos,Genius,Si,7.83,2,13.00,5.17,66.0
24539,31030044403,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -gold/red -Genius NX-7125 (31030044403),Mouses Bluetooth/Inalambricos,Genius,Si,7.83,2,13.00,5.17,66.0
24536,31030044400,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -iron grey -Genius NX-7125 (31030044400),Mouses Bluetooth/Inalambricos,Genius,Si,7.93,2,13.16,5.23,66.0
24538,31030044402,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -silver -Genius NX-7125 (31030044402),Mouses Bluetooth/Inalambricos,Genius,Si,7.83,2,13.00,5.17,66.0
24513,31030040404,Mouse optico -wireless usb 2.4 GHz -800/1200/1600dpi -6 botones -1 pila AA -silencioso -ergonomico -silver grey -Genius Ergo 8100S AI (31030040404),Mouses Bluetooth/Inalambricos,Genius,Si,9.35,2,15.52,6.17,66.0
23226,31030030400,Mouse optico ergonomico -wireless -1200dpi -usb -extra life battery -tecnologia BlueEye -black -Genius NX-7009 (31030030400),Mouses Bluetooth/Inalambricos,Genius,Si,6.22,1,12.44,6.22,100.0
23228,31030030402,Mouse optico ergonomico -wireless -1200dpi -usb -extra life battery -tecnologia BlueEye -white/gray -Genius NX-7009 (31030030402),Mouses Bluetooth/Inalambricos,Genius,Si,6.41,2,10.64,4.23,66.0
24014,31250019400,Mouse pad -23x19cm -goma antideslizate micro texturizada -superficie suave -resistente a derrames -black -Genius G-PAD 230S (31250019400),Pad Para Mouse,Genius,Si,5.13,1,10.26,5.13,100.0
23632,NM-PADXL,Mouse pad -antideslizante -diseño XL -70x30cm -black -Netmak (NM-PADXL),Pad Para Mouse,Netmak,Si,5.95,1,11.90,5.95,100.0
18218,NM-PGEL-B,Mouse pad -c/gel -ergonomico -blue -Netmak (NM-PGEL-B),Pad Para Mouse,Netmak,Si,4.86,1,9.72,4.86,100.0
18219,NM-PGEL-R,Mouse pad -c/gel -ergonomico -red -Netmak (NM-PGEL-R),Pad Para Mouse,Netmak,Si,4.76,1,9.52,4.76,100.0
23629,NM-PAD1,Mouse pad -c/laterales bordados -antideslizante -23x20cm -black -Netmak (NM-PAD1),Pad Para Mouse,Netmak,Si,1.75,1,3.50,1.75,100.0
23630,NM-PAD2,Mouse pad -c/laterales bordados -antideslizante -23x20cm -blue -Netmak (NM-PAD2),Pad Para Mouse,Netmak,Si,1.75,1,3.50,1.75,100.0
23631,NM-PAD3,Mouse pad -c/laterales bordados -antideslizante -23x20cm -pink -Netmak (NM-PAD3),Pad Para Mouse,Netmak,Si,1.75,1,3.50,1.75,100.0
21198,NM-LUMINOSA,Mouse pad -gamer -30x25cm -goma antideslizate -iluminacion LED RGB -black -Netmak (NM-LUMINOSA),Pad Para Mouse,Netmak,Si,8.22,2,13.65,5.43,66.0
24644,NM-MP753,Mouse pad -gamer -c/laterales bordados -30x25cm -3mm -black -Netmak (NM-MP753),Pad Para Mouse,Netmak,Si,2.77,1,5.54,2.77,100.0
24643,NM-MP752,Mouse pad -gamer -c/laterales bordados -30x25cm -3mm -black/red -Netmak (NM-MP752),Pad Para Mouse,Netmak,Si,2.77,1,5.54,2.77,100.0
24645,NM-MP756,Mouse pad -gamer -c/laterales bordados -antideslizante -impermeable -diseño XL -80x30cm -black/red -Netmak (NM-MP756),Pad Para Mouse,Netmak,Si,6.49,2,10.77,4.28,66.0
24646,NM-MP758,Mouse pad -gamer -c/laterales bordados -antideslizante -impermeable -diseño XL -90x40cm -black -Netmak (NM-MP758),Pad Para Mouse,Netmak,Si,7.42,2,12.32,4.90,66.0
23621,NM-FOAM,Mouse pad -goma antideslizante -apoya muñecas -ergonómico -25x20cm -black -Netmak (NM-FOAM),Pad Para Mouse,Netmak,Si,3.41,1,6.82,3.41,100.0
24065,GLII-MPAD-CARG,Mouse pad con cargador inalambrico -gamer -80x30cm -goma antideslizate micro texturizada -iluminacion LED RGB -black -Gliivo Pad Gamer XL RGB (GLII-MPAD-CARG),Pad Para Mouse,Gliivo,Si,35.53,4,42.64,7.11,20.0
23209,NM-ERGO,Mouse vertical -1600dpi -wireless 2.4GHz -bat recargable -black -Netmak(NM-ERGO),Mouses Bluetooth/Inalambricos,Netmak,Si,12.16,2,20.19,8.03,66.0
24514,31030031400,Mouse vertical -wireless usb 2.4GHz -800/1200/1600dpi -6 botones -1x pila AA -silencioso -ergonomico -black/champagne gold -Genius Ergo 8250S (31030031400),Mouses Bluetooth/Inalambricos,Genius,Si,13.48,2,22.38,8.90,66.0
24515,31030031401,Mouse vertical -wireless usb 2.4GHz -800/1200/1600dpi -6 botones -1x pila AA -silencioso -ergonomico -black/silver grey -Genius Ergo 8250S (31030031401),Mouses Bluetooth/Inalambricos,Genius,Si,13.48,2,22.38,8.90,66.0
24294,PICA0004,Multiralladora rebanadora electrica -150W -4 cuchillas intercambiables -Cuk by Gadnic (PICA0004),Bazar y Hogar,Gadnic,Si,51.56,4,61.87,10.31,20.0
24399,N6P-4H,NVR 4 canales PoE 10/100 Mbps -4K UHD -8mpx -H265+ -1 sata (up to 10Tb) -usb 2.0 -hdmi/vga -Tenda (N6P-4H),Seguridad Video IP Camaras y Nvr,Tenda,Si,114.70,4,137.64,22.94,20.0
24553,BZ2D9LA,"Notebook HP 15-FC0284LA Amd Ryzen 7-7730U (4.5Ghz) -15,6"" HD -512 GB ssd -16 GB ddr4 -3 x usb (1 Type-C, 2 Type-A) -wifi 6 + bt 5.3 -wcam 720p -41w battery -Graphics AMD Radeon? -FreeDOS",Notebooks y Netbooks,Hewlett Packard,Si,693.70,4,832.44,138.74,20.0
24372,81H23LT,"Notebook HP 250 G10 Intel Core i3-1315U (up 4.5 GHz) -15,6"" HD -256 GB ssd -8 GB ddr4 -3 x usb (1 Type-C, 2 Type-A) -wifi + bt 5.3 -wcam 720p -41w battery -Graphics Intel® UHD -FreeDOS",Notebooks y Netbooks,Hewlett Packard,Si,476.43,4,571.72,95.29,20.0
23830,9E4Y4LT,"Notebook HP 250 G10 Intel Core i5-1334U 4.6Ghz -15.6"" HD -512Gb ssd m.2 -8Gb ddr4 -card reader -wifi 6 + bt 5.3 -wcam 720p -41w battery 3cel -black -Graphics Intel Iris X -FreeDOS",Notebooks y Netbooks,Hewlett Packard,Si,628.26,4,753.91,125.65,20.0
23525,9S8U5LA,"Notebook HP 250 G10 Intel Core i7-1355U (up 5.0 GHz) -15,6"" HD -512 GB ssd -8 GB ddr4 - 3 x usb (1 Type-C, 2 Type-A) -card reader -wifi + bt 5.3 -wcam 720p -41w battery -Graphics Intel® UHD -FreeDOS",Notebooks y Netbooks,Hewlett Packard,Si,837.68,4,1005.22,167.54,20.0
23990,81U53LT,"Notebook HP 255 G10 AMD Ryzen 3 7330U 4.3Ghz -15.6"" -256Gb ssd m.2 -8Gb ddr4 -wifi 6 + bt 5.3 -wcam 720p -41w battery 3cel -dark grey -AMD Radeon? Graphics -FreeDOS",Notebooks y Netbooks,Hewlett Packard,Si,453.53,4,544.24,90.71,20.0
23547,81Z35LT,"Notebook HP 255 G10 AMD Ryzen 5-7530U 2.30Ghz (up to 4.30Ghz) -15.6"" FHD -512Gb ssd m.2 -8Gb ddr4 -card reader -wifi + bt 5.0 -wcam 720p -41w battery 3cel-silver -Graphics AMD Radeon -FreeDos",Notebooks y Netbooks,Hewlett Packard,Si,534.02,4,640.82,106.80,20.0
24564,C27MMLA,"Notebook HP Victus Gaming 15-FB3028LA Amd Ryzen 7-7445HS (4.7Ghz) -15,6"" FHD -512 GB ssd -1x 8 GB ddr5 (ampliable, 2 ranuras) -3 x usb (1 Type-C, 2 Type-A) -wifi 6 + bt 5.3 -wcam 720p -52,5w battery -GPU NVIDIA GeForce RTX 3050 -FreeDOS",Notebooks y Netbooks,Hewlett Packard,Si,981.66,4,1177.99,196.33,20.0
23128,83ER0022AR,"Notebook Lenovo IdeaPad slim 3 15IAH8 i5-12450H 2.0Ghz (up to 4.40Ghz) -15.6"" FHD -512Gb ssd m.2 -8Gb (soldada) ddr5 (not updradable) -card reader -wifi + bt5.1 -wcam 1080p -47w battery -Arctic Grey -Graphics UHD -Win11 Home",Notebooks y Netbooks,Lenovo,Si,650.79,4,780.95,130.16,20.0
23587,82YY0029AR,"Notebook Lenovo V15 G4 ABP AMD Ryzen 7 -7730U 2.0Ghz (4.5GHz)  -15.6"" FHD -512Gb ssd m.2 -8gb ddr4 (up to 16gb) -wifi 6 + bt 5.2 -wcam 720p -38wh battery -iron grey -Graphics AMD Radeon? -FreeDos",Notebooks y Netbooks,Lenovo,Si,671.45,4,805.74,134.29,20.0
